,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
27,US,44345527,RI97MTVX08KWX,B004M23SDI,299884359,Casio F-108WH-2AEF Mens Blue Digital Watch,Watches,3,0,0,N,Y,Thought that I read somewhere that you could swim with ...,Thought that I read somewhere that you could swim with it. It does not however bear the 50M Water Resistance designation.,2015-08-31
28,US,2659331,RK20LJG750ERC,B00RV2L8CE,714311106,August Steiner Men's AS8160TTG Silver And Gold Swiss Quartz Watch with Black Dial and Two Tone Bracelet,Watches,5,0,0,N,Y,Great Watch,"Perfect Condition, Arrived on Time,Works & Looks Great",2015-08-31
29,US,805483,R1HQZDBB90LMFH,B000JQJS6M,926299553,Invicta Men's 8928OB Pro Diver Gold Stainless Steel Two-Tone Automatic Watch,Watches,5,2,2,N,Y,Very Impressive,"This watch is a very beautiful time piece. This also could be an alternative choice to a Rolex submariner. It also has the same features as a Rolex submariner but it's not as good as a Rolex watch but darn close.<br /><br />Take good care of this watch if you get one because it has gold plating on it. This watch is 'Not' a sport watch.<br /><br />This watch features<br />-Rotating timer dial<br />-All stainless steel (kinda heavy)<br />-Glow in the dark<br />-Water resistant to 200 meters (600 feet)<br />-Automatic winding (from wrist movements)<br />-Shows date<br />-Very beautiful<br /><br />Sizeing isn't difficult, I sized mine by using a thumbtack and a hammer to tap the pins out of the band and I tapped a pin back into the band after removing three band links. If you don't know what your doing then just take it to s jewelry store so they can size it for you",2015-08-31
30,US,42590995,R2XHQHGXIEYTNI,B00VXLJD44,578998634,BOS Men's Automatic self-wind mechanical Pointer Skeleton Watch Black Dial Stainless Steel Band 9008,Watches,3,1,3,N,Y,The epitome of form before function.,"This is a beautiful watch. I love the look and feel of it, and I get complimented on it all the time. If that were the entirety of the story, this would be a 5 star review.<br /><br />Unfortunately, the most important part of this watch, the functionality, has some issues. Despite this being an automatic winding watch, it doesn't always stay wound. I have had days where I had to re-wind it before the end of the day. Most days however, it does last through the day. I just have to wind it and set the time again in the morning. Other mechanical self winding watches I own will in fact not need to be wound again until I stop wearing them for a full day. In addition, I can't always get the spring fully wound before it will start clicking and the spring skips off the winding gear.<br /><br />If I hadn't been so lazy, I would have returned this watch. Unfortunately, I missed the 30 day return window. So now I'm stuck with an only mostly working but beautiful watch. I guess that makes it kinda like a fashion model. When I think of it that way, it's not quite so disappointing.",2015-08-31
31,US,48880662,R2BVFRIR7A5UD1,B004EFGBW8,727624097,Luminox Men's 3081 Evo Navy SEAL Chronograph Watch,Watches,5,0,0,N,Y,Five Stars,very good,2015-08-31
32,US,112967,R3O51G2D52W9DD,B00G9X76DG,86861596,INFANTRY Mens 50mm Big Face Military Tactical Analog Digital Sport Wrist Watch Black Silicone Band,Watches,5,1,1,N,Y,Surpassed my expectations,"I was very apprehensive about buying a 28 dollar watch online, but it looked so much like the 400 dollar Invicta Coalition forces watch I was wanting that I went for it.  I was very pleased when it arrived.  It is a BIG, heavy, sharp looking watch and I could not be happier. I am sure I will be purchasing the solid black one as well",2015-08-31
33,US,51346302,R2O0LW0AZ67P3X,B00SFTTZ9U,8403354,BUREI Dress Women's Minimalist Wrist Watches with Date Analog Quartz Stainless Steel and Ultra Slim Dial,Watches,5,4,5,N,N,A classy looking watch,"[[VIDEOID:cc599be25462207f860e42621171d7e1]]This watch has an understated clean and classy design.  It looks elegant. It has a stainless steel body and genuine leather band.  The band maximum width 7.5\\"" (last hole), if needed additional holes could be made to make it as wide as 8\\"".<br /><br />The face of the watch is 1 3/16\\"" wide and the watch is 1/4\\"" thick. The back of the watch states it has Japanese quartz movement.  The watch is water resistant to rain and splashing but cannot be submerged into water.<br /><br />This watch is made in China but includes an English manual. The manual covers several watches so it is a somewhat confusing as it refers to self-winding watches as well as quartz watches like this one.  The third page in the manual can be used as a guide to the watch adjustment method.  I found the controls to be simple, everything is controlled by the position of the crown. It can be pulled out into two position, the first position allows change the day of the month, the second position moves the arms.<br /><br />Overall, this is a very attractive classy looking watch.  It comes in attractive package, the box has a pillow and include a gift bag.<br /><br />This watch is provided by BUREI for review.  Getting a review product does not influence what I say, I leave critical reviews as well as positive reviews like this one.<br /><br />Ali Julia review",2015-08-31
34,US,32555369,R2KBTEW8GUENVS,B00NC8PMUK,944169262,Motorola Moto 360 Modern Timepiece Smart Watch - Black Leather 00418NARTL,Watches,5,0,1,N,Y,Great buy,Awesome watch for the price,2015-08-31
35,US,150916,R2R4XPHTT9CCBN,B00C1C5J9W,851584415,Domire Fashion Accessories Trial Order New Quartz Fashion Weave Wrap Around Leather Bracelet Lady Woman Butterfly Wrist Watch,Watches,5,0,0,N,Y,Love this watch,"Love this watch, I just received it yesterday it looks really nice on my  wrist, my friends and family love it.",2015-08-31
36,US,36363182,R7GHUDPGT3WJC,B000GB0G5M,492842685,Casio Women's LQ139B-1B Classic Round Analog Watch,Watches,3,0,0,N,Y,Nice watch but band is a little small,"Nice face, easy to read. The band is a little too small.",2015-08-31
37,US,10356300,R364RU42RZ606Z,B00F8AWMXA,397647155,Invicta Men's 15256 I-Force Gunmetal Ion-Plated Stainless Steel Watch with Black Leather Strap,Watches,1,0,0,N,Y,One Star,crap,2015-08-31
38,US,52437550,R2D5SV3UNHQPYZ,B005MDPAPU,645499118,Casio Men's Slim Solar Multi-Function Analog-Digital Watch,Watches,4,0,0,N,Y,Easy to read with lots of features,This is now my everyday watch.  Easy to read with lots of features.  Light  and functional.  You can not beat the price.  It is clean in detail and I love the watch.,2015-08-31
39,US,14495291,R15OQG60W2R4PQ,B006C8NJY8,865472849,TS6202BLK 8 Belt Box Organizer Black Leather XL Compartments,Watches,5,0,0,N,Y,amazing product keeps everything safe and secure organized great quality ...,amazing product keeps everything safe and secure organized great quality for my designer belts perfect for homes or traveling,2015-08-31
40,US,16192612,R2XF4SMK4HKNVV,B00791YURC,310034618,Casio Men's GW2310FB-1CR G-Shock Shock Resistant Multifunction Watch,Watches,3,0,0,N,Y,Size of a woman's watch,"Watch looks amazing and the features are second to none, but....the watch is small.  I have a PAW-5000 which dwarfs it.  I had to look at the box to make sure I didn't get a woman's watch.  No joke, the band on my, average at best, sized wrist almost couldn't accommodate it.  Probably had 1.5 inch left on the band after I put it on.  Make this Man-size and it would fantastic.",2015-08-31
41,US,19983148,RQ70UFZVX7UVJ,B00S69FO0I,406011595,U.S. Polo Assn. Sport Men's US9506 Analog-Digital Display Silver-Tone Watch with Textured Band,Watches,1,0,0,N,Y,poor quality,"Metal color was changed after the first use , which indicates a very poor quality",2015-08-31
42,US,27325652,R2288KJ7D0H149,B00C7IQBRY,201258316,Cerentino Women's CR106-TQ  Turquoise Silicone Rubber Rhinestones Watch,Watches,4,1,1,N,Y,Really cute watch,So far so good. I have only had this watch a few weeks & so far it is still working. Style is really cute exactly as pictured,2015-08-31
43,US,14530627,RKJ0UN6XEJKIP,B009S4U1TY,830280907,Batman Kids' BAT4072 Black Rubber Batman Logo Strap Watch,Watches,5,0,0,N,Y,Five Stars,Grand Kids loved this,2015-08-31
44,US,6648801,R3VFQZTEST0L7U,B000B55AEA,851729310,Timex Easy Reader Day-Date Leather Strap Watch,Watches,5,0,0,N,Y,Love it!!!,"Have worn it constantly, love the light at night",2015-08-31
45,US,15920046,RLQ8MLTO09215,B0053HDR78,576694666,Casio F108WH Water Resistant Digital Blue Resin Strap Watch,Watches,5,0,0,N,Y,Five Stars,"Wife loves it and nice looking watch,",2015-08-31
46,US,2902435,R2PCHVAM074L1I,B00NC8PMUK,944169262,Motorola Moto 360 Modern Timepiece Smart Watch - Black Leather 00418NARTL,Watches,4,0,0,N,Y,"Decent price-tag, more than average product","Great product . Love the continous innovation in this field and given the price-tag of $149, this product is a steal . Bought it 1 week back . Battery is satisfactory . Charges fast . Discharges within 12-15 hours . But it has a touch screen, so naturally its going to eat-up battery. For entry level android-wear, pretty decent",2015-08-31
47,US,13929294,R2WV1IG5ORN33W,B008OIOLQO,340110662,Ingersoll Men's IN1824CR Monticello Fine Automatic Timepiece Cream Dial Watch,Watches,5,0,0,N,Y,A very beautul and well-made pilots watch. Highly detailed ...,"A very beautul and well-made pilots watch. Highly detailed dial,as well. The movement is tack- on for 24 hours but if you are not a ditch digger,wind it 20 revs  daily.",2015-08-31
48,US,12696721,R2X7VDDS4ISTBC,B009PQB036,696981257,Lucien Piccard Men's 11576-YG-01 Clariden Black Textured Dial Watch,Watches,5,0,1,N,Y,Great looking watch!,"Comfortable, looks great, very lightweight.The band is a little on the short side, but it's usable and not a big deal to replace.",2015-08-31
49,US,4774720,R2POCZUBL0D0NX,B007X0E178,953514677,XOXO Women's XO5478 Rhinestone-Accented Two-Tone Watch,Watches,5,0,0,N,Y,Five Stars,excelent product,2015-08-31
50,US,12074902,R2Z9C8BYOJF24I,B00BXQSHRI,714629498,"Watch Case Press with 12 Nylon Dies, Watch Case Closer Set",Watches,5,0,0,N,Y,Sturdy and well constructed,This press is very well constructed and sturdy. The different dies are easily interchangeable. A good tool for watches and miniature work.,2015-08-31
51,US,44068063,R1EBMIQ69CZ64,B00ZI3SGXM,294102740,Stuhrling Original Women's 956.02 Symphony Gold-Tone Watch with Brown Genuine Leather Band,Watches,4,0,0,N,Y,Four Stars,Love the look but the leather band is so stiff it doesn't conform well to my wrist.,2015-08-31
52,US,916000,R2PVH1MHLKN9A7,B0053A0HB4,199546574,Casio G-shock Mudman Multiband6 Japanese Model [ Gw-9300-1jf ],Watches,5,0,0,N,Y,excellent product.,"Beyond my expectation..excellent product..good quality, well built, nicely done..:)",2015-08-31
53,US,1196727,R1SOUO6DCO4X5H,B00QBTQX50,29617990,"iStrap Calfskin Leather Watch Band Replacement Choice of Color & Width (18mm,19mm, 20mm,21mm or 22mm)",Watches,1,0,1,N,Y,One Star,It was bad it didnt fit my 22mm retro casio,2015-08-31
54,US,7503824,R32ZIHMEIOPDZN,B00G3JSF22,978361500,G-SHOCK Men's GA-100 Neon Highlights Watch,Watches,5,0,0,N,N,8/10 Only gripe is that I wish the back light was a tad better.,Watch kicks ass. Upon putting on this watch you will grow a full beard and be able to tame a pack of wolves by looking at them. 8/10 Only gripe is that I wish the back light was a tad better.,2015-08-31
55,US,14512093,R1HLVYTW271JWX,B002NQXYL6,161383158,Voguestrap TX046801XL Allstrap 16-20mm Brown Extra-Long-Length Fits Fast-Wrap Expedition Watchband,Watches,3,0,0,N,Y,"It's a good value, and a good functional watch strap","It's a good value, and a good functional watch strap.  It's super wide though, and takes more space on the wrist than I'd like.",2015-08-31
56,US,2143821,R2Z9MTUMD7LGLN,B004MAZN3I,165342893,Seiko Men's SNKK27 Seiko 5 Stainless Steel Automatic Watch,Watches,5,0,0,N,Y,Wish the seller would furnish a model that works.,Loved the watch; it just did not work supposedly self-winding; tried all possible motions to cause the winder clearly visible from the rear of the watch; no luck,2015-08-31
57,US,18380508,R3RZZY4RZJUBOW,B000JQFX1G,400836338,Invicta Men's 8926OB Pro Diver Stainless Steel Automatic Watch with Link Bracelet,Watches,3,0,0,N,Y,"Worth the money, be careful with the glass.","Alrighty, after seeking out the ultimate low-profile, ultra water resistant, mechanical watch with a rotating bezel and date for less than $100, I settled on this.<br /><br />It looks much like the famous Rolex Submariner, and performs similarly.<br /><br />However, after about a year of use now, the paint on the bezel is chipping, and after a decent smack on the hood of a car the crystal has cracked and all but shattered.<br /><br />It keeps time fairly well, gaining about 15 seconds per day, without taking it to a healer for fine tuning.",2015-08-31
58,US,431372,R1ZXB27702XVCE,B00A6B9N6U,491671113,Swiss Legend Women's 11044D-01 Neptune Black Dial Watch with Silicone Band,Watches,5,0,0,N,Y,Five Stars,Love it,2015-08-31
59,US,1567510,RSFQ1G70Z858U,B00HJ7T0OY,822340800,Absolute Hot Iron man Super Hero build-in Blue LED for Men's luxury Army military Wrist Watches,Watches,3,0,0,N,Y,I wouldn't order it again for myself.,Not bad but a little tacky. It does have substantial weight for a $15 watch.,2015-08-31
60,US,34086987,R2UV2KNKCZBLK9,B004401KHE,604208769,Seiko Men's White Dial Brown Leather Easy Reader Solar Calendar Watch,Watches,5,0,0,N,Y,I thought it looked beautiful. My boyfriend loved it,"I thought it looked beautiful.  My boyfriend loved it.  It's only been a few days, so I can't comment on durability.  But, I didn't have some of the problems mentioned in other reviews--the little dots around the outside glowed like they were supposed to, it was easy to set including the date, the band was fine and long enough even though my boyfriend wears it loose.  Great price too--I see them in stores for nearly twice what I paid.",2015-08-31
61,US,1685723,R9UQFP5AYOWD4,B001UGDB0O,762085956,Michael Kors Womens MK5145 - Runway Chronograph,Watches,5,0,0,N,Y,Beautiful and sophisticated,More beautiful in person. High quality! Looks understated but so sophisticated! It was a gift for my mother and she loved it!,2015-08-31
62,US,3307875,R3V27ZXF549EAQ,B00L4JRXIS,627047973,Armitron Sport Women's 25/6416 Easy To Read Dial Resin Strap Watch,Watches,3,0,0,N,Y,Sport watch,It's a nice watch but if you have a large arm it will not fit  well.  does good under water I use when I go to water aerobic to keep tack of my time,2015-08-31
63,US,47955030,R2W4OB11T2UXAV,B009PQB5K4,418141913,Lucien Piccard Men's 11577-RG-02S Stockhorn Silver Textured Dial Brown Leather Watch,Watches,5,0,0,N,Y,Beautiful watch! Looks better on the wrist than in ...,Beautiful watch! Looks better on the wrist than in the picture.  Could not have been more pleased. A great addition to my collection.,2015-08-31
64,US,36687968,R2MBPYZV5SYT5B,B003M2G0SY,908936114,LEGO Star Wars Yoda Kids Buildable Watch with Link Bracelet and Minifigure | green/gray | plastic | 28mm case diameter| analog quartz | boy girl | official,Watches,4,0,0,N,Y,he loved,"Bought for a cousin, he loved it",2015-08-31
65,US,37595973,R2NU7Y4TV3Z9Q7,B002SSUQFG,354933056,Seiko Men's SNK809 Seiko 5 Automatic Stainless Steel Watch with Black Canvas Strap,Watches,5,0,0,N,Y,Five Stars,"Man watch for woman, just a right size and design for it.",2015-08-31
66,US,50033390,R38NIR3U01EIS4,B003622WUK,890272218,Tissot Women's T0492103303300 PR 100 Gold-Tone Silver Dial Watch,Watches,4,1,1,N,Y,I like the watch,I like the watch!  I had its predecessor and enjoyed it until all the numbers started to fall off.  Hope that does not happen to this one.  The numbers run together it's sometimes difficult to distinguish the time.  I'm adjusting to it.  Like the new clasp.,2015-08-31
67,US,28119981,RZ999X8LL9GU7,B00L8M9Z32,686288185,CASIO BABY-G (BG-6900SG-8JF) GLITTER DIAL SERIES LADY'S WATCH JAPANESE MODEL 2014 JULY RELEASED,Watches,5,0,0,N,Y,Sparkly and nice,"I have many Baby-G's, but none have gotten as much attention and compliments as this one. The glitter pops out at everyone and the silver makes it look feminine and sleek. I paid $120 for it, wayy more than I usually pay for Baby-G's, but I think it was worth it, especially since it's a special Japanese model. Probably won't see many people with this watch making it pretty unique. I like the background light is a light blue color, goes well with the color of the watch.",2015-08-31
68,US,24667426,R34A40GBG3IVJD,B000GAWSA4,700023949,Casio Men's AW80V-1BV,Watches,5,0,0,N,Y,Five Stars,Perfect watch for camping and hiking.,2015-08-31
69,US,207824,R2DAHAETN8AOHL,B004YM2FV2,649128875,Bling Jewelry Plated Classic Round CZ Ladies Watch,Watches,5,0,0,N,Y,Five Stars,"the watch is beautiful, a little on the big side but it is perfect!!!!! LOVE LOVE LOVE!!!!!",2015-08-31
70,US,46189902,R1A6ZHMS6ED9SM,B008RNKIV8,341504925,Citizen Men's AT8020-54L Blue Angels Stainless Steel Eco-Drive Dress Watch,Watches,5,0,1,N,Y,The watch as expected was an amazing product from citizen,"The watch as expected was an amazing product from citizen, however the the cover was in a damaged condition which was quite upsetting since I was planning to gift this to some one.",2015-08-31
71,US,47558372,R4BUD64L0L617,B000SZNTLO,544270597,Timex Ironman Sleek 50-Lap Full Size,Watches,5,0,0,N,Y,Five Stars,great looking sports watch,2015-08-31
72,US,33322445,R3JSX07PSTFFPE,B00MNC53XW,567086073,Outop Wholesale Lot of 5pcs Womens Girls Butterfly Bracelet Wrist Watches,Watches,5,0,0,N,Y,Fun and inexpensive,"These were purchased for my daughter and her friend, but I liked them enough that I kept one for myself as well!",2015-08-31
73,US,41784200,R100HLZJGWAXRP,B00BF77S2K,479360900,Timex Kids' T7B9829J IronKids Translucent Blue Sport Watch,Watches,1,2,2,N,Y,Leaks water - total junk,"This is junk.  Why would you name a watch an ironkid watch if it isn't made for swimming (last time I checked an ironman consisted of swim, bike and run)?  It claims it is water resistant but the watch leaks and it will die if your kid wears it in a pool.  Don't waste your money.",2015-08-31
74,US,26050402,R1PFCOIMT3ND68,B00OHD6SLG,721711830,Cool Men's Racer Military Pilot Army Silicone Sports Watch,Watches,1,0,0,N,Y,One Star,Lens cracked on the third day,2015-08-31
75,US,48880662,R2G0EK7EUCTDXU,B003DIP9BQ,941077778,XOXO Women's XO110 Silver Dial Gold-tone Bracelet Watch,Watches,5,0,0,N,Y,Five Stars,very good,2015-08-31
76,US,13675081,RBGAF34UPP636,B00L3VGTA0,667419707,Armitron Men's Black Sunray Dial Silvertone Bracelet Watch,Watches,4,0,0,N,Y,My husband like it but he would have liked the dial face ...,My husband like it but he would have liked the dial face to be a little smaller. He is not used to the bigger face but getting used to it. The picture product was hard to tell about the dial face and don't think it mention about the dial face being bigger than normal. Besides that everything else is really well made.,2015-08-31
77,US,875559,R3FVL714L4L8BS,B00RCUTIRM,731342946,Akribos XXIV Men's AK787YGBU Quartz Movement Watch with Blue Dial and Yellow Gold Stainless Steel Bracelet,Watches,5,0,0,N,Y,Five Stars,Excellent product and seller very good service,2015-08-31
78,US,4014799,R2DOJG0AT3YOK4,B00V30U79K,18936638,"Topwell Mens Wood watches, Date Time 24hours Wooden watch with Round Multi-Eyed QUARTZ Wrist Watch for Gift",Watches,5,4,4,N,N,amazing -- perfect gift,"This is a very nice watch, i love that it's made of wood but black in color. The face is big and has three silver, decorative yet functional dials. It's extremely lightweight and comfortable to wear. It's so lightweight you could actually forget you're wearing it. The wood is very smooth and the semi-matte finish is very dressy.<br />The links move easily and is worn without catching or squeezing skin/hair. It's easy to adjust so it will fit a variety of  wrist sizesI love that it's water proof because although very dressy it can be worn for every day use.<br />This would make a great gift for any man in your life.<br />I received this product complimentary in exchange for my honest opinion but the opinion expressed is all my own.",2015-08-31
79,US,2228523,R29HFELXCSF7KD,B00STAXIHU,690763506,Fossil Women's ES3822 Georgia Stainless Steel Watch with Blue Leather Band,Watches,5,0,0,N,Y,Five Stars,"Love. That is pretty much it. Item as described, really beautiful and functional.",2015-08-31
80,US,16309813,R1EZ1QK1I9BD70,B00DUW21F2,87555656,Stuhrling Original Men's 574.03 Analog Executive II Stainless Steel Automatic Skeleton Watch with Brown Leather Band,Watches,5,0,0,N,Y,Five Stars,husband loves it,2015-08-31
81,US,45661904,R1OXYDAWK2WUJ9,B00MO38XL4,476271516,Armitron Sport Women's 25/6422BLK Easy to Read Dial Black Resin Strap Watch,Watches,5,0,0,N,Y,"So pretty, strap is so soft","So pretty, strap is so soft, easy pliable rubber material. Unfortunately, bezel does not turn. But I recommend this for everyday nursing use.",2015-08-31
